Unnamed: 0,row_index,id,bill_id,cong,bill_type,bill_no,name_full,description,intr_date,intr_month,year,pap_majortopic,pap_subtopic,majortopic,subtopic,filter_plaw,plaw_date,plaw_no,pass_h,pass_s,majority,party,chamber,comment,predicted_label,inference_path
100,100,13000,102-HR-1438,102,HR,1438,Allan Byron Swift,"To clarify that certain greenhouses and nurseries that suffer damage in connection with a major disaster declared by the President on or after November 26, 1990, are eligible for loans under section 7 of the Small Business Act.",3/13/91,3.0,1991,4,402,4,402,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
101,101,377491,96-S-699,96,S,699,Ted F. Stevens,A bill to amend the Internal Revenue Code of 1954 to exempt from tax a portion of the income of individuals not employed by the Federal Government who live in a State in which Federal employees receive an allowance based on living costs and conditions of environment.,3/21/79,3.0,1979,1,107,1,107,0,,0,0.0,0.0,0.0,200.0,2,,1,L2_Heterogeneous_Match
102,102,293908,100-S-1179,100,S,1179,Kent Kent Conrad,"A bill to amend the Consolidated Farm and Rural Development Act to improve the administration of Farmers Home Administration loans, and for other purposes.",5/8/87,5.0,1987,14,1404,14,1404,0,,0,0.0,0.0,1.0,100.0,2,,4,L2_Heterogeneous_Match
103,103,77562,84-HR-3410,84,HR,3410,"Chudoff, Earl","To prohibit discrimination in employment because of race, color, religion, national origin, or ancestry",,,1955,2,200,2,200,0,,,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
104,104,36708,107-HR-4406,107,HR,4406,Mike Pence,"To suspend temporarily the duty on 3,4-DCBN.",4/16/02,4.0,2002,18,1807,18,1807,0,,,0.0,0.0,1.0,200.0,1,,18,L2_Heterogeneous_Match
105,105,217992,93-HR-13874,93,HR,13874,Clarence J. Brown,A bill to establish a Consumer Protection Agency in order to secure within the Federal Government effective protection and representation of the interests of consumers.,4/2/74,4.0,1974,15,1525,15,1525,0,,0,0.0,0.0,0.0,200.0,1,,15,L2_Heterogeneous_Match
106,106,436023,109-HR-6257,109,HR,6257,Henry A. Waxman,"To amend the Public Health Service Act to provide for the licensing of comparable biological products, and for other purposes.",9/29/06,9.0,2006,3,300,3,300,0,,0,,0.0,0.0,100.0,1,,3,L2_Heterogeneous_Match
107,107,100593,86-HR-421,86,HR,421,"Rogers, Paul G.",Establishing certain qualifications for persons appointed to the Supreme Court,,,1959,12,1204,12,1204,0,,,0.0,0.0,1.0,100.0,1,,12,L2_Heterogeneous_Match
108,108,214642,92-HR-15456,92,HR,15456,"Aspin, Les","To provide that existing Federal tax subsidies will terminate on January 1, 1974, and to provide for a maximum duration of 2 years for Federal tax subsidies hereafter enacted",,,1972,1,107,1,107,0,,,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
109,109,197600,91-HR-18414,91,HR,18414,"Mink, Patsy T.",To amend the Internal Revenue Code of 1954 to allow any deduction for contributions to elementary and secondary schools which discriminate on the grounds of race,,,1970,2,201,2,201,0,,,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
110,110,375695,95-S-2404,95,S,2404,"Tower, John G.",Bentsen,1/23/78,1.0,1978,9,900,9,900,0,,0,0.0,0.0,0.0,200.0,2,,nan,L3_Expert_Consensus
111,111,1000940,113-HR-948,113,HR,948, Tom Reed,To establish consistent requirements for the electronic content and format of data used in the administration of certain human services programs under the Social Security Act.,2003/5/13,3.0,2013,13,1303,13,1303,0,,,0.0,0.0,1.0,200.0,1,0,13,L2_Heterogeneous_Match
112,112,424874,108-HR-539,108,HR,539,Robert E. Rob Andrews,To amend the Immigration and Nationality Act to provide for the admission to the United States for permanent residence without numerical limitation of spouses of permanent resident aliens.,2002/5/3,2.0,2003,9,900,9,900,0,,0,0.0,0.0,0.0,100.0,1,,9,L2_Heterogeneous_Match
113,113,122929,87-HR-9145,87,HR,9145,"Daniels, Dominick V.","To assist the several States in establishing hospital facilities and programs of posthospital aftercare for the care, treatment, and rehabilitation of narcotic addicts, and for other purposes",,,1961,3,342,3,342,0,,,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
114,114,65426,83-HR-1577,83,HR,1577,"Forand, Aime J.",To amend title II of the .Social Security Act so as to repeal the $75 work clause,,,1953,13,1303,13,1303,0,,,0.0,0.0,0.0,100.0,1,,13,L2_Heterogeneous_Match
115,115,383770,98-S-657,98,S,657,Robert Joseph Dole,A bill to amend the Animal Welfare Act to ensure the proper treatment of laboratory animals.,3/2/83,3.0,1983,4,405,4,405,0,,0,0.0,0.0,1.0,200.0,2,,7,L3_Expert_Consensus
116,116,8763,101-HR-464,101,HR,464,Philip M. Phil Crane,To amend the Internal Revenue Code of 1986 to exclude tips from gross income.,1/4/89,1.0,1989,1,107,1,107,0,,0,0.0,0.0,0.0,200.0,1,,1,L2_Heterogeneous_Match
117,117,292899,100-S-466,100,S,466,Howard Morton Metzenbaum,"A bill to provide for a waiting period before the sale, delivery, or transfer of a handgun.",2/4/87,2.0,1987,12,1209,12,1227,0,,0,0.0,0.0,1.0,100.0,2,,12,L2_Heterogeneous_Match
118,118,309982,106-S-1551,106,S,1551,Thomas Tom Harkin,"A bill to prohibit the importation of goods produced abroad with child labor, and for other purposes.",8/5/99,8.0,1999,18,1807,18,1807,0,,0,0.0,0.0,0.0,100.0,2,,18,L3_Expert_Consensus
119,119,378714,96-S-2117,96,S,2117,William Lester Armstrong,A bill to authorize certain additional measures to assure accomplishment of the objectives of Title II of the Colorado River Basin Salinity Control Act.,12/11/79,12.0,1979,21,2104,21,2104,0,,0,0.0,0.0,0.0,200.0,2,,21,L3_Expert_Consensus
120,120,68109,83-HR-4221,83,HR,4221,"Rogers, Edith Nourse",To authorize the employment by the United States of aliens who have served in the Armed Forces of the United States,,,1953,9,900,9,900,0,,,0.0,0.0,1.0,200.0,1,,9,L2_Heterogeneous_Match
121,121,1736,100-HR-2326,100,HR,2326,Olympia J. Snowe,A bill to remedy the injury to the United States shoe industry caused by increased imports.,5/7/87,5.0,1987,18,1807,18,1807,0,,0,0.0,0.0,0.0,200.0,1,,18,L2_Heterogeneous_Match
122,122,12235,102-HR-673,102,HR,673,Louise McIntosh Slaughter,To amend the Internal Revenue Code of 1986 to extend the treatment of qualified small issue bonds through 1996.,1/28/91,1.0,1991,15,1502,15,1502,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
123,123,328498,84-S-2403,84,S,2403,"Johnston, Olin","A bill to authorize the dual employment of custodial employees in post office buildings operated by the General Services Administration, and for other purposes",,,1955,20,2004,20,2004,1,,,1.0,1.0,1.0,100.0,2,,20,L2_Heterogeneous_Match
124,124,30618,105-HR-3190,105,HR,3190,Robert A. Weygand,"To suspend until December 31, 2002, the duty on Benzoic acid, 2-[[1-[[( 2,3-dihydro-2-oxo-1H-benzimidazol-5-yl ) amino].",2/11/98,2.0,1998,18,1807,18,1807,0,,0,0.0,0.0,0.0,100.0,1,,18,L2_Heterogeneous_Match
125,125,114887,87-HR-1099,87,HR,1099,"Thomson, Vernon W.","To provide for a national self-help dairy stabilization program and to provide for an adequate balanced and orderly flow of milk and dairy products in interstate and foreign commerce, and for other purposes",,,1961,4,402,4,402,0,,,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
126,126,250379,95-HR-6965,95,HR,6965,James Charles Corman,A bill to amend title XVIII of the Social Security Act to authorize payment under the medicare program for certain services performed by chiropractors.,5/5/77,5.0,1977,3,302,3,302,0,,0,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
127,127,306118,104-S-1439,104,S,1439,John Herschel Glenn,"A bill to require the consideration of certain criteria in decisions to relocate professional sports teams, and for other purposes.",11/30/95,11.0,1995,15,1526,15,1526,0,,0,0.0,0.0,0.0,100.0,2,,15,L3_Expert_Consensus
128,128,25324,104-HR-3556,104,HR,3556,James V. Hansen,"To amend the Truth in Lending Act to require notice of cancellation rights with respect to private mortgage insurance which is required by a creditor as a condition for entering into a residential mortgage transaction, and for other purposes.",5/30/96,5.0,1996,15,1504,15,1504,0,,0,0.0,0.0,1.0,200.0,1,,14,L3_Expert_Consensus
129,129,12609,102-HR-1047,102,HR,1047,Douglas Earl Applegate,"To amend title 38, United States Code, to make miscellaneous improvements in veterans' compensation and pension programs, and for other purposes.",2/21/91,2.0,1991,16,1609,16,1609,1,8/14/91,102-86,1.0,1.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
130,130,55219,82-HR-154,82,HR,154,"Auchincloss, James C.","To declare and protect the rights of the public when labor disputes result in, or threaten to result in, danger to public health or safety",,,1951,5,504,5,504,0,,,0.0,0.0,0.0,200.0,1,,5,L2_Heterogeneous_Match
131,131,361805,92-S-2109,92,S,2109,"HRUSKA, ROMAN LEE",A bill to increase the limit on dues for U.S. membership in the International Criminal Police Organization,,,1971,19,1926,19,1926,0,,,0.0,0.0,0.0,200.0,2,,19,L2_Heterogeneous_Match
132,132,10294,101-HR-4148,101,HR,4148,Morris King Udall,To authorize the Secretary of the Interior to acquire certain water rights for the settlement of Indian water rights claims in the State of Arizona.,2/28/90,2.0,1990,21,2102,21,2102,0,,0,1.0,0.0,1.0,100.0,1,,21,L2_Heterogeneous_Match
133,133,124046,87-HR-10287,87,HR,10287,"Hechler, Kenneth",To amend the Randolph-Sheppard Vending Stand Act,,,1962,20,2008,20,2008,0,,,0.0,0.0,1.0,100.0,1,,5,L3_Expert_Consensus
134,134,32814,107-HR-512,107,HR,512,Collin C. Peterson,"To amend title 32, United States Code, to end the prohibition against overtime pay for National Guard technicians.",2002/7/1,2.0,2001,16,1612,16,1612,0,,,0.0,0.0,0.0,100.0,1,,20,L2_Heterogeneous_Match
135,135,293340,100-S-1996,100,S,1996,Howell Thomas Heflin,"A bill to amend title 28, United States Code, with respect to United States District Court jurisdiction regarding certain actions involving citizens of the United States and foreign persons.",12/21/87,12.0,1987,12,1204,12,1204,0,,0,0.0,0.0,1.0,100.0,2,,12,L2_Heterogeneous_Match
136,136,208810,92-HR-9608,92,HR,9608,"Halpern, Seymour","To amend title 23 of the United States Code to authorize construction of exclusive or preferential bicycle lanes, and for other purposes",,,1971,10,1002,10,1002,0,,,0.0,0.0,0.0,200.0,1,,10,L2_Heterogeneous_Match
137,137,187959,91-HR-8749,91,HR,8749,"Brasco, Frank J.",To amend the Federal Employees Health Benefits Act of 1959 to provide that the entire cost of health benefits under such act shall be paid 'by the Government.,,,1969,20,2004,20,2004,0,,,0.0,0.0,1.0,100.0,1,,20,L3_Expert_Consensus
138,138,11851,102-HR-289,102,HR,289,Cardiss Collins,"To amend the Communications Act of 1934 to require the Federal Communications Commission to continue and improve efforts to promote diversity in media ownership, management, and programming, and for other purposes.",1/3/91,1.0,1991,17,1707,17,1707,0,,0,0.0,0.0,1.0,100.0,1,,17,L2_Heterogeneous_Match
139,139,304855,104-S-1925,104,S,1925,T. Slade Gorton,"A bill to amend the National Labor Relations Act to protect employer rights, and for other purposes.",6/28/96,6.0,1996,5,504,5,504,0,,0,0.0,0.0,1.0,200.0,2,,5,L2_Heterogeneous_Match
140,140,219024,93-HR-12716,93,HR,12716,Donald Daniel Clancy,A bill to amend the Internal Revenue Code of 1954 to permit a taxpayer to deduct certain expenses paid by him for special education to a child or other minor dependent who is physically or mentally handicapped.,2/7/74,2.0,1974,6,606,6,606,0,,0,0.0,0.0,0.0,200.0,1,,6,L2_Heterogeneous_Match
141,141,986697,112-S-2639,112,S,2639,Amy Klobuchar,A bill to suspend temporarily the duty on bisphenol A Bis(3-methacryloyloxypropyl) ether substituted dimethacylate.,2005/7/12,5.0,2012,18,1807,18,1807,0,,,,,1.0,100.0,2,,18,L2_Heterogeneous_Match
142,142,409025,108-S-1269,108,S,1269,Charles E. Chuck Grassley,"A bill to amend the Internal Revenue Code of 1986 to clarify the status of professional employer organizations and to promote and protect the interests of professional employer organizations, their customers, and workers.",6/16/03,6.0,2003,5,504,5,504,0,,0,0.0,0.0,1.0,200.0,2,,5,L3_Expert_Consensus
143,143,234029,94-HR-8686,94,HR,8686,Clarence Dickinson Long,A bill to prohibit the transfer of atomic technology to foreign powers without the express approval of the Congress.,7/16/75,7.0,1975,8,801,8,801,0,,0,0.0,0.0,1.0,100.0,1,,8,L3_Expert_Consensus
144,144,249247,94-HR-6690,94,HR,6690,Berkley Warren Bedell,"A bill to amend the Packers and Stockyards Act, 1921, to clarify the authority of the Secretary of Agriculture to require reasonable bonds from packers in connection with their livestock purchasing operations.",5/6/75,5.0,1975,4,402,4,402,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
145,145,232000,93-HR-16576,93,HR,16576,Jerome Bob Traxler,"A bill to amend title II of the Social Security Act to provide that the remarriage of a widow, widower, or parent shall not terminate his or her entitlement to widow's, widower's, or parent's insurance benefits or reduce the amount thereof.",8/22/74,8.0,1974,13,1303,13,1303,0,,0,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
146,146,103618,86-HR-3150,86,HR,3150,"Curtis, Thomas B.",To protect farmers and other persons who are required to treat patronage dividends as income for Federal income tax purposes by providing for the collection of Income tax at source on such dividends and to provide tax equity,,,1959,4,402,4,402,0,,,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
147,147,22235,103-HR-4461,103,HR,4461,Major R. Owens,"To provide grants to partnerships to encourage workforce diversity in order to improve the working conditions of all individuals in the United States and to help organizations compete more effectively both domestically and internationally, and for other purposes.",5/19/94,5.0,1994,5,503,5,503,0,,0,0.0,0.0,1.0,100.0,1,,5,L2_Heterogeneous_Match
148,148,33707,107-HR-1405,107,HR,1405,Christopher H. Chris Smith,To amend the Torture Victims Relief Act of 1998 to authorize appropriations to provide assistance for domestic centers and programs for the treatment of victims of torture.,2004/4/1,4.0,2001,3,331,3,331,0,,,0.0,0.0,1.0,200.0,1,,13,L2_Heterogeneous_Match
149,149,345273,88-S-1037,88,S,1037,"MAGNUSON, WARREN GRANT","A bill to amend section 208(c) of the Interstate Commerce Act, as amended.",,,1963,10,1000,10,1000,0,,,0.0,0.0,1.0,100.0,2,,10,L2_Heterogeneous_Match
150,150,1004840,113-HR-4844,113,HR,4844, Markwayne Mullin,"To take certain property in McIntosh County, Oklahoma, into trust for the benefit of the Muscogee (Creek) Nation, and for other purposes.",2006/11/14,6.0,2014,21,2102,21,2102,0,,,0.0,0.0,1.0,200.0,1,0,21,L2_Heterogeneous_Match
151,151,276347,97-HR-5872,97,HR,5872,Romano Louis Mazzoli,"A bill to revise and reform the Immigration and Nationality Act, and for other purposes.",3/17/82,3.0,1982,9,900,9,900,0,,0,0.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
152,152,50847,81-HR-5722,81,HR,5722,"O'Sullivan, Eugene D.","To amend section 602 (v) of the National Service Life Insurance Act of 1940, as amended, to provide for the payment of disability benefits to certain totally disabled veterans who had insurance on August 1, 1946",,,1949,16,1609,16,1609,0,,,0.0,0.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
153,153,188309,91-HR-9074,91,HR,9074,"Scherle, William J.",To revise the quota-control system on the importation of certain meat and meat products,,,1969,4,401,4,401,0,,,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
154,154,408554,108-S-798,108,S,798,Orrin G. Hatch,A bill to assist the States in enforcing laws requiring registration of convicted sex offenders.,2004/7/3,4.0,2003,12,1210,12,1210,0,,0,0.0,0.0,1.0,200.0,2,,12,L2_Heterogeneous_Match
155,155,2701,100-HR-5514,100,HR,5514,John McKee Spratt,"A bill to transfer certain lands to the South Carolina Commission of Forestry, an agency of the State of South Carolina.",10/12/88,10.0,1988,21,2103,21,2103,0,,0,0.0,0.0,1.0,100.0,1,,21,L2_Heterogeneous_Match
156,156,20508,103-HR-2734,103,HR,2734,James L. Oberstar,To authorize the Secretary of Transportation to issue a certificate of documentation for the vessel ISLAND GIRL.,7/23/93,7.0,1993,10,1007,10,1007,0,,0,0.0,0.0,1.0,100.0,1,,10,L2_Heterogeneous_Match
157,157,391162,80-S-1591,80,S,1591,"Butler, Hugh A","A bill to transfer certain transmission lines, substations, appurtenances, and equipment in connection with the sale and disposition of electric energy generated at the Fort Peck project, Montana, and for other purposes",,,1947,8,802,8,802,0,,,0.0,0.0,1.0,200.0,2,,8,L2_Heterogeneous_Match
158,158,295262,100-S-2390,100,S,2390,Dennis Webster DeConcini,A bill to amend the Export Administration Act of 1979 to limit the withholding of information subject to the Freedom of Information Act.,5/13/88,5.0,1988,2,208,2,208,0,,0,0.0,0.0,1.0,100.0,2,,18,L3_Expert_Consensus
